제목,카테고리1,카테고리2,카테고리3,지역명,시군구명,개요
쌈가,음식,음식점,한식,전라북도,전주시,"이곳은 다양하고 신선한 유기농 채소들을 수육이나 제육고기, 오리고기 등과 함께 맛볼 수 있는 웰빙 쌈밥집이다. 주인장은 쌈채소에 대한 꼼꼼함과 열정이 대단하여 많은 종류의 유기농 채소들을 생산지에서 직접 보고 가게로 가져온다고 하니 더욱 믿음이 갈 수밖에 없다.신선하고 아삭한 채소들을 골라 먹는 재미가 있고 입맛에 따라 쌈밥정식, 제육쌈밥, 오리고기쌈밥 등으로 메뉴를 정하면 한상 푸짐하게 차려진다. 제육볶음에는 인공 조미료 하나 없이 사과, 파인애플, 양파 등 천연 재료로 맛을 내며 모든 장류는 직접 만든 것이다. 주변의 문화재로는 조경단을 찾아볼 수 있고 가까이에 즐길 수 있는 전주종합경기장, 야구장, 금암공원, 덕진공원 등이 자리하고 있다."
아리랑하우스,음식,음식점,한식,전라북도,전주시,"아리랑하우스는 1991년에 개업한 이래 오직 한 살 한우 암소 원플러스와 투플러스만을 사용함으로써 최상의 쇠고기만을 엄선하고 취급한다. 이곳에서는 질 좋은 한우 고기와 전골, 갈비탕 등을 맛볼 수 있다. 고기의 질이 좋기로 소문이 나 있으며, 특별한 선별 방법을 통해 암소 중에서도 1등급만을 사용한다. 갈비전골은 한우 암소의 갈비살만 저며 내어 국물을 부어 끓여내는 전주식 갈비요리, 비빔밥, 육회 등을 제공 한다.인후동 석불입상, 한옥마을, 경기전, 풍남문, 전주동물원, 전주명품관 등이 가까운 거리에 위치해 있어 주변 경관을 즐기기에나 명소를 찾기에도 좋은 위치에 있다."
예우랑 (아중점),음식,음식점,한식,전라북도,전주시,"전통한방 삼계탕 전문점인 ‘예우랑’은 ‘예부터 우리랑 함께해 온’이라는 뜻으로 ‘가지런하고 고운’, ‘언제나 한결같은’ 전통의 맛을 지키겠다는 의미가 소담스럽게 담겨져 있다. 건강하게 잘 키운 1등급 닭에 각종 몸에 좋은 재료를 넣어 푹 삶는다. 육질의 닭고기를 자랑하며 무엇보다 국물이 담백하고 맛있다. 한옥마을, 경기전, 풍남문, 전주향교, 한벽당 등이 가까운 거리에 자리하고 있어 주변 경관을 즐기기에나 명소를 찾기에도 좋은 위치에 있다. "
예우랑(중화산점),음식,음식점,한식,전라북도,전주시,"전통한방 삼계탕 전문점인 ‘예우랑’은 ‘예부터 우리랑 함께해 온’이라는 뜻으로 ‘가지런하고 고운’, ‘언제나 한결같은’ 전통의 맛을 지키겠다는 의미가 소담스럽게 담겨져 있다. 지치고 피곤할 때, 혹은 여름철 기력이 없을 때 가장 손쉽게 먹을 수 있는 것이 바로 삼계탕이다. 특히 예우랑의 삼계탕의 모든 재료는 국내산이기 때문에 믿고 먹을 수 있다.다가공원, 풍남문, 화산서원비, 한벽당, 경기전, 한옥마을, 선충사 등이 가까운 거리에 자리하고 있어 주변 경관을 즐기기에나 명소를 찾기에도 좋은 위치에 있다."
덕스데이,음식,음식점,한식,전라북도,전주시," 덕스데이의 대표메뉴인 오리 로스구이는 고소하고 담백한 맛이 일품이어서 남녀노소 할 것 없이 찾는 메뉴이며, 오리 훈제는 부드러운 살코기에 소화도 잘 되어 어린이들과 노인에게도 인기가 좋다. 대한식물원, 전주월드컵경기장, 호남제일문 등이 가까운 거리에 자리하고 있어 주변 경관을 즐기기에나 명소를 찾기에도 좋은 위치에 있다."
이중본(송천점),음식,음식점,중식,전라북도,전주시,"전주에서 제일 유명한 중화요리집이 어디야?'라고 물으면 ‘이중본!’이라고 할 만큼 전주에서 가장 대표적인 중화요리 전문점이다. 좋은 재료를 사용하여 깔끔하게 차려져 나오는 음식들이 인기가 좋다. 주변의 문화재로는 추천대를 찾아볼 수 있고 가까이에 즐길 수 있는 덕진공원, 전주동물원, 전주드림랜드 등이 자리하고 있다"
자현옥,음식,음식점,한식,전라북도,전주시,"자현옥 (구,자연옥)은 콩나물 국밥 전문점으로, 어린이 국밥 메뉴도 따로 준비되어 있다. 또한 족발과 보쌈 메뉴도 새롭게 소개하고 있다. 인후동 석불입상, 한옥마을, 경기전, 풍남문, 전주동물원, 전주명품관 등이 가까운 거리에 위치해 있어 주변 경관을 즐기기에나 명소를 찾기에도 좋은 위치에 있다."
자평,음식,음식점,한식,전라북도,전주시,"자평은 연잎밥, 표고버섯쌈밥, 연잎오리훈제를 메뉴로 내놓고 있다. 한정식뿐만 아니라 점심특선으로도 사랑받고있다. 주변의 문화재로는 추천대를 찾아볼 수 있고 가까이에 즐길 수 있는 덕진공원, 전주동물원, 전주드림랜드 등이 자리하고 있다."
전주 순두부,음식,음식점,한식,전라북도,전주시,"전주 순두부는 직접 두부를 만들어서 요리한다. 기본으로 나오는 반찬도 맛이 좋고 특히 배추김치는 그날그날 직접 담가서 겉절이로 나오기 때문에 신선하고 식감이 좋다. 또한 멸치, 다시마, 각종 야채를 첨가해서 우려낸 순두부의 육수는 시원하고 담백한 맛이 일품이다. 조경단, 지행당, 한국소리문화의 전당, 전주문화원, 전주객사, 전주한옥마을 등이 가까운 거리에 자리하고 있어 주변 경관을 즐기기에나 명소를 찾기에도 좋은 위치에 있다. 국물 맛이 일품인 전주순두부 집으로 서둘러 찾아가보자!"
전주 왱이콩나물국밥전문점,음식,음식점,한식,전라북도,전주시,"간판에 적힌 ‘손님이 주무시는 시간에도 육수는 끓고 있습니다’라는 문구가 눈에 확 들어온다. 그만큼 육수에는 자신이 있다, 정성으로 모시겠다, 라는 뜻이다. 손님이 많아 왱왱거려서 왱이집이라는 왱이 콩나물국밥 집은 멸치맛 국물과 물을 반씩 섞어 계약 재배한 무공해 콩나물, 묵은 김치, 약간의 해물 등을 넣고 콩나물국밥을 끓여낸다. 고소하면서 독특한 맛이 나는 왱이 콩나물국밥은 오로지 콩나물국밥 하나로 십 수년째 명성을 쌓았다. 콩나물국밥 메뉴 한가지로 유명한 맛집으로 소문이 났으며, 신선한 재료로 조미료를 사용하지 않고 만드는 국물맛이 시원하다. 문화예술인이 밀집한 동문사거리에 위치하여 한옥마을뿐 아니라 문화예술의 거리에 손쉽게 접근할 수 있고 전주 패션, 영화의 거리도 걸어서 갈 수 있는 접근성이 가장 좋은 곳에 자리하고 있다."
중앙회관,음식,음식점,한식,전라북도,전주시,"30년이 넘는 요리경력의 사장님이 직접 비빔밥을 만들어 전통과 오묘한 맛으로 전주 최고의 맛있는 비빔밥 집으로 소문이 자자하다. 각종 모임을 위한 예약석도 완비되어 있어 미리 예약을 하면 정성된 서비스를 받아볼 수 있다.한옥마을, 경기전, 풍남문, 전주 풍패지관 등이 가까운 거리에 자리하고 있어 주변 경관을 즐기기에나 명소를 찾기에도 좋은 위치에 있다."
채선당(아중점),음식,음식점,한식,전라북도,전주시,"채선당은 샤브샤브전문점으로 누구나 선호하는 갖은 채소와 야채 그리고 짜지 않은 육수, 부드러운 소고기를 부담 없이 즐길 수 있다. 품질과 취향에 따라 다양한 메뉴가 준비되어 있으며 불고기, 육회, 샐러드, 파전 같이 서브메뉴의 선택도 즐겁다. 채선당이 취득한 품질인증 마크 및 채소에 대한 설명이 벽에 붙어 있다.인후동 석불입상, 한옥마을, 경기전, 풍남문, 전주동물원, 전주명품관 등이 가까운 거리에 자리하고 있어 주변 경관을 즐기기에나 명소를 찾기에도 좋은 위치에 있다."
평양면옥,음식,음식점,한식,전라북도,전주시,"물냉면, 비빔냉면이 주 메뉴이며, 이 외에도 불고기쌈밥을 즐길 수 있다. 여름철 별미이지만 사계절 내내 늘 변함없고 맛이 뛰어난 이 집 냉면을 먹기 위해 각 곳에서 몰린 손님으로 붐빈다. 이 집의 냉면 육수는 설탕을 줄이기 위해 8가지의 한약재를 넣고 주인이 직접 만드는 것으로 유명하다. 이런 육수의 맛이 면의 잡냄새를 없애주고 국물을 깔끔하게 해준다. 밑반찬은 계절에 따라 바뀐다.주변의 문화재로는 추천대를 찾아볼 수 있고 가까이에 즐길 수 있는 덕진공원, 전주동물원, 전주드림랜드 등이 자리하고 있다. 맛있는 음식이 기다리고 있는 전주로 여행을 떠나보자!"
풀꽃세상,음식,음식점,채식전문점,전라북도,전주시,"풀꽃세상은 화학성 조미료, 방부제, 색소 등을 사용하지 않으며, 육류, 어패류, 젓갈을 사용하지 않는 채식 전문 뷔페이다. 또한 고추장, 된장, 각종 소스와 요거트는 직접 만들어 사용하고, 빵 종류 역시 첨가물없이 우리 밀을 사용해서 구워낸다. 음식은 전체적으로 깔끔하면서 담백하며, 정말 고기맛 나는 콩고기, 몸에 기운을 주는 여러 가지 죽, 싱싱하고 다양한 야채와 채소, 달콤한 과일, 우리 곡물로 만든 빵, 유기농 잼, 버섯탕수육 등 다양한 종류의 음식을 제공한다."
필하우스(전주점),음식,음식점,서양식,전라북도,전주시,"필하우스의 메인 정식은 오븐에 구워져 나온 왕새우는 치즈와 야채에 함께 곁들어져 새우살의 맛과 치즈의 고소한 맛이 일품이다. 또 달팽이요리는 마늘을 이용해 달팽이 특유의 냄새를 제거했다. 대중적으로 잘 알려진 혼도뷰소스가 뿌려진 안심스테이크는 단연 이곳의 메인 메뉴이다. 매주 금요일과 토요일 오후 7시 이곳을 찾으면 2중주 연주가 있는 감미로운 음악의 세계가 손님을 반겨준다. 극락암 목조여래좌상, 풍남문, 조경묘, 전동성당, 한벽당 등이 가까운 거리에 자리하고 있어 주변 경관을 즐기기에나 명소를 찾기에도 좋은 위치에 있다."
하서방 바지락칼국수,음식,음식점,한식,전라북도,전주시,"하서방 바지락칼국수는 오직 음식 한 가지에 전념하여 맛을 내는 음식점이다. 주변 관광지로는 전라남도 기념물 제24호인 문학대와 문화재자료 제12호인 황강서원, 전주역사박물관 등이 자리하고 있다. 국물 맛이 일품인 하서방 바지락칼국수 집으로 서둘러 찾아가보자!"
해초냉면,음식,음식점,한식,전라북도,전주시,"해초냉면은 냉면과, 바지락 칼국수, 메밀국수를  전문으로 한다. 1인 1메뉴로 주 메뉴 주문 시에는 보리밥 뷔페를 서비스로 제공한다. 완산공원, 모악식물원, 천경대, 학소암, 한옥마을, 막걸리타운 등이 가까운 거리에 자리하고 있어 주변 경관을 즐기기에나 명소를 찾기에도 좋은 위치에 있다."
화심장어(아중점),음식,음식점,한식,전라북도,전주시,30년 동안 장어를 양어장에서 곧바로 직접 공수하여 매일매일 맛있고 신선한 토종 민물 장어를 준비하고 있다. 직접 특제양념과 소스를 개발해서 더욱더 고소하고 맛있는 건강 보양식으로 장어양념구이와 담백하고 깔끔한 소금구이가 있다.
효자문,음식,음식점,한식,전라북도,전주시,"효자문식당은 지난 35여 년간 한결같이 100% 국내산 한우만을 사용하고 있다. 보통 갈비탕은 맑고 뽀얀 국물인 반면 이곳의 갈비탕은 국물이 진한 갈색이면서도 걸쭉하다. 얇게 썬 편육이 들어있는 일반 갈비탕과는 달리 통갈비뼈가 그대로 들어가 있다. 이 집만의 비결인 특제양념으로 2~3일 정도 숙성시킨 통갈비를 넣고 끓여내기에 고기 또한 심심하지 않고 양념이 잘 배어 있다. 이곳에서는 갈비탕 외에도 불갈비, 갈비찜 등을 맛볼 수 있다.전주 풍패지관, 한옥마을, 경기전, 풍남문, 다가공원 등이 가까운 거리에 자리하고 있어 주변 경관을 즐기기에나 명소를 찾기에도 좋은 위치에 있다."
흙가든(전주점),음식,음식점,한식,전라북도,전주시,"흙가든은 오리의 잡내를 잘 제거하여, 오리고기의 비린내 때문에 오리 고기를 좋아하지 않는 사람도 맛있게 먹을 수 있다. 주변의 문화재로는 추천대를 찾아볼 수 있고 가까이에 즐길 수 있는 덕진공원, 전주동물원, 전주드림랜드 등이 자리하고 있다."
오스하우스,음식,음식점,서양식,전라북도,임실군," 임실에 위치한 오스하우스(O's house)는 레스토랑 겸 카페로 운영되고 있으며, 섬진강댐의 건설로 생긴 거대한 인공호수인 옥정호와 옥정호를 가로지르는 운암대교의 풍경을 보면서 식사를 할 수 있는 공간이다.오스하우스는 도자기, 그림 등의 여러가지 미술품등이 전시되어있어 식사를 즐기며 함께 감상할 수 있고, 메뉴로는 커피, 와인과 스테이크, 피자, 스파게티 등이 있다."
일송정가든,음식,음식점,한식,전라북도,임실군,이 집의 주 메뉴로는 토종닭을 재료로 하는 닭백숙이 있다.토종닭을 재료로 사용하기 때문에 육질이 쫄깃쫄깃하고 국물은 기름이 거의 없이 걸죽하다. 밑 반찬으로 나오는 각종 김치와 야채들을 모두 자체 생산 또는 주변에서 생산하는 자연산을 사용한다. 주변관광지로는 섬진강 옥정호와 사선대 등이 있다.
