걷는길 명칭,코스명,지역1,난이도,상세거리(km),소요시간(시),소개
반송동 석대천변 누리길,해운대구 반송동,부산 해운대구,쉬움,1.6,0.5,"반송동 석대천변 누리길은 새반송교~반석2호교간 석대천 제방을 따라 조성된 산책길이다. 석대천 제방 아래에도 지역주민들이 건전한 여가를 즐길 수 있도록 산책로 및 자전거길이 조성되어 있으며, 수영강 시민공원까지 연결되어 하천을 따라 운동하기에 더없이 좋은 코스다. 석대천 주변은 개발제한구역으로 아직 개발이 되지 않아 타 하천과 달리 높은 빌딩, 아파트 사이를 걷는 것이 아니라 장산과 추마산을 바라보며 고즈넉하게 산책을 즐길 수 있으며 간혹 지나가는 경전철이 도심에 있음을 일깨워준다. 석대천 인근에는 반여농산물도매시장, 석대화훼단지가 위치하고 있어 주말에 가족들과 함께 걸어서 우리 농산물 구매, 각종 꽃 구경을 할 수 있으며, 지하철(반여농산물시장역, 석대역)을 이용하면 더욱 편리하게 누리길을 이용할 수 있다."
관호산성 둘레길,관호산성 둘레길,경북 칠곡군,쉬움,3.8,1,"관호산성 둘레길은 남녀노소 누구나 편안하게 이용할 수 있는 걷기 좋은 길이다. 낙동강의 호젓한 풍경을 벗 삼아 뚜벅뚜벅 걷기에 그만이다. 둘레길의 메인코스인 관호산성은 신라시대 토성으로 1500년 역사를 이어오고 있으며, 임진왜란 당시 왜인들의 군사거점으로 사용된 '갈등의 역사'가 공존하는 곳이기도 하다. 시점부의 호국의 다리는 6.25전쟁의 당시를 다시금 느낄수 있으며, 관호2리 마을코스에서는 고향의 아늑함과 한적한 농촌풍경을 만끽할 수 있다."
계양산 주변 누리길,계양산 주변 누리길,인천 계양구,보통,7.93,2,"2012년 문을 연 계양산 주변 누리길은 마사토 포장 길, 쉼터, 가로 녹지, 안내판 등이 설치되어 있으며, 최근에 인기를 끌고 있는 걷기 운동에 적합하도록 조성 되었다. 차량소통이 많지 않은데다 마을이 인접하고 있어 걷다가 마을에서 식사나 다른 필요한 것들을 해결 할 수 있고, 인접하고 있는 산을 따라 걷다보면 계절별로 꽃과 단풍, 열매 등을 감상할 수 있는 자연친화적인 길이다. 또한 중간에 누구나 쉬어 갈 수 있는 쉼터도 마련되어 있다. 이 누리길 주변에 경인아라뱃길 및 계양산 둘레길 그리고 어린이 과학관 등이 가까이 있어 앞으로 계양구의 새로운 걷기 명소로 거듭날 것으로 기대된다."
삼강~회룡포 강변길,01코스(삼강 ~ 회룡포 강변길),경북 예천군,보통,13.65,3.5,"삼강~회룡포 강변길은 내성천과금천,낙동강이 합류하는 지점에 위치한 삼강주막과 회룡포 둥의 명소를 두루 아우르는 길이다. 삼강주막은 옛 영남대로의 낙동강 마지막 나루터였던 삼강나루터를 이용하던 보부상들이 거쳐 가던 곳이었다. 회룡포는 낙동강 지류의 내성천이 350도 휘돌아 나가는 육지속의 섬마을이다. 장안사를 거쳐 회룡대에 오르면 산과 강이 태극모양의 조화를 이루며, 마을 앞에 백사장이 곱게 펼쳐진 아름다운 모습을 감상할수있다. 회룡포를 이어주는 '뿅뿅다리'는 길을 걷는 여행자에게 색다른 즐거움을 선사한다."
대청호 누리길,대청호 누리길,대전 동구,보통,3.5,1.5,"추동습지에서 시작하는 이 산책로는 대청호변을 따라 거닐면 천혜의 자연자원인 대청호의 아름다운 전경을 즐길 수 있고, 바다에서 볼 수 있는 하얀모래를 밟으며 걷는 즐거움을 느낄 수 있다. 주변 대청호반길과 연계하여 도보 여행을 즐길 수 있으며, 코스 인근 전망좋은 곳을 방문한다면 눈앞에 떠있는 아름다운 무인도를 낭만적인 감성으로 즐길 수 있습니다."
불영사계곡 녹색길,01코스,경북 울진군,보통,10,3,"명승 제6호로 지정된 불영사계곡을 따라 울진군 근남면 수산리~서면 소광리까지 조성된 노선길이 28km에 달하는 장거리 도보길로 1, 2, 3구간으로 구분된다. 그중 1구간은 근남면 수산리 엑스포공원에서 불영휴계소까지 약10km 거리로 36번국도 갓길과 마을길, 농로로 구성된 비교적 평이한 길이나, 일부 하천을 가로질러 가는 구간도 있다. 이 구간은 엑스포공원, 민물고기연구센터, 주천대, 행곡리처진소나무 등 다른 볼거리와 즐길거리가 많은 구간으로, 수려한 경관을 자랑하는 불영사 계곡의 초입부로 그림같은 자연 경치를 볼 수 있는 곳이다."
의정부소풍길,불로장생길,경기 의정부시,어려움,10.5,5,"높지않은 산과 곳곳에 약수터가 있어 시원한 약수 한잔과 함께 소나무숲에서 나오는 신선한 공기를 마시다 보면 어느새 도심속 스트레스가 날아가고 긍정적인 에너지만 가슴에 담아 걷는다.광해군 때 인목대비의 폐위를 주장했던 조선 선조 일곱째 아들인 인성군묘를 비롯 역사의 숨결을 느낄 수 있는 무덤이 많다. 반환공여지 캠프 에세이온, 카일에 완공된 경기도 경찰청 제2청사 등 의정부 행정타운 조성 현장도 볼 수 있다."
강동사랑길,07-B코스,울산 북구,보통,6.08,1.5,예쁜 마을로 조성된 금천아름마을을 지나 누운소나무를 만난다. 볕이 잘드는 곳에 누운소나무가 있다니 신기할 따름이다. 작은 실계천을 건너 어물동 마애여래좌상을 방면으로 고즈넉한 숲길이 이어진다. 한적한 숲길은 108번뇌 계단을 만나는데 계단을 오르고 내리막길을 내려오면 깨달음을 개우친듯한 마애여래좌상이 나타난다. 어물동 마애여래좌상에서 불교의 숨결을 느낄 수 있다. 울산 바다와 만나 사랑을 이루는 어물천을 따라 강동사랑길의 대장정이 마무리되는 코스이다.
불영사계곡 녹색길,02코스,경북 울진군,매우어려움,7.5,4,불영사계곡을 따라 조성된 총28km 길이의 장거리 도보길 중 제2구간은 불영휴게소에서 불영사 주차장까지 약7.5km 노선으로 난이도가 높은 구간이다. 초입에서 하원리까지 약4km는 협곡으로 이루어진 일체의 시설물이 없는 계곡탐방형 노선이다. 한국의 그랜드캐년이라고 불릴 정도로 수려한 경관을 지닌 불영사 계곡을 자연 그대로 탐방할 수 있는 코스로 천연 계곡의 변화무쌍함과 자연 내부의 원시성을 체험할 수 있는 구간이다. *보호장구와 안전장비를 착용해야만 트레킹을 할 수 있는 구간이다.
성안옛길,01코스,울산 중구,보통,14,4,"성안옛길은 울산의 주산인 함월산을 중심으로 신개발지역을 녹지공간으로 아우르는 도심에서 5~10분 거리에 있는 코스로써, 성동·풍암·칠암·성안내약사 등 아름다운 자연부락이 있으며 농촌의 자연환경이 그대로 보존되어 있는 환경의 보고라 할 수 있는 지역입니다. 특히 이 코스에는 숲길·오솔길·등산길·과수원길·농로길·마을길 등 다양한 옛길과 과수원·황금들녁 등 농촌의 아름다운 풍경을 느낄 수 있는 도심 둘레에 위치한 힐링코스라 할 수 있습니다."
불영사계곡 녹색길,03코스,경북 울진군,보통,11,4,"총 28km구간의 불영사계곡 녹색길 중 3구간은 불영사 주차장에서 불영사를 경유하여 서면 소광리 까지 약11km의 코스로, 일부 하천을 가로지르는 길과 마을안길, 농로로 이루어진 비교적 평이한 길이다. 3구간 내 불영사는 신라시대 사찰로, 여성스님들만 있는 비구니 사찰이다. 오랜 역사만큼이나 많은 문화재가 전하고 있으니, 또 하나의 볼거리이다."
성안옛길,02코스,울산 중구,보통,7,2,"성안옛길은 울산의 주산인 함월산을 중심으로 신개발지역을 녹지공간으로 아우르는 도심에서 5~10분 거리에 있는 코스로써, 성동·풍암·칠암·성안내약사 등 아름다운 자연부락이 있으며 농촌의 자연환경이 그대로 보존되어 있는 환경의 보고라 할 수 있는 지역입니다. 특히 이 코스에는 오솔길·과수원길·농로길 등 다양한 옛길과 과수원·황금들녁 등 농촌의 아름다운 풍경을 느낄 수 있는 도심 둘레에 위치한 힐링코스로 가장 인기있는 코스임"
성안옛길,03코스,울산 중구,보통,3.5,1,"성안옛길은 울산의 주산인 함월산을 중심으로 신개발지역을 녹지공간으로 아우르는 도심에서 5~10분 거리에 있는 코스로써, 성동·풍암·칠암·성안내약사 등 아름다운 자연부락이 있으며 농촌의 자연환경이 그대로 보존되어 있는 환경의 보고라 할 수 있는 지역입니다. 특히 이 코스에는 오솔길·과수원길·농로길 등 다양한 옛길과 과수원·황금들녁 등 농촌의 아름다운 풍경을 느낄 수 있는 도심 둘레에 위치한 힐링코스임"
마비정 누리길,01코스,대구 달성군,보통,1.5,0.5,"마비정의 유래는 옛날에 어느 한 장군이 마을 앞산에 올라가서 건너편 산에 있는 바위를 향해 화살을 쏘고는 말에게 화살보다 늦게 가면 살아 남지 못할 것이라고 했습니다. 말이 떨어지자 그 말은 온 힘들 다하여 재빨리 달려 갔으나 화살을 따라 잡지 못하였고 결국 그 말은 죽임을 당하였는데, 이를 본 마을 사람들이 그 말을 가여이 여겨 '마비정'이라는 정자를 세 우고 말을 추모하였다고 전하고 있습니다. 마비정누리길은 도시민에게 녹색여가를 즐길수 있는 친환경 산책로를 제공하는 목적으로 제공되었으며, 마비정 벽화마을과 연계하고 있다"
닭머르해안길,01코스,제주 제주시,매우쉬움,1.8,0.5,"닭머르해안길은 달머르 입구로부터 신촌리 어촌계까지의 1.8키로미터의 비교적 짧은 거리의 노선이다. 닭이 흙을 파헤치고 있는 형상을 하고 있다고 해서 붙여진 “닭머르 해안의 절경”이 걷는 이의 발길을 잡을 정도의 경관을 연출한다. ""남생이 못” 이라고 불리는 습지, 공동목욕탕 등 조금은 낯선 경관이 함께 어우러진 해안누리길 구간이다."
마비정 누리길,02코스,대구 달성군,어려움,5.5,2.5,"마비정의 유래는 옛날에 어느 한 장군이 마을 앞산에 올라가서 건너편 산에 있는 바위를 향해 화살을 쏘고는 말에게 화살보다 늦게 가면 살아 남지 못할 것이라고 했습니다. 말이 떨어지자 그 말은 온 힘들 다하여 재빨리 달려 갔으나 화살을 따라 잡지 못하였고 결국 그 말은 죽임을 당하였는데, 이를 본 마을 사람들이 그 말을 가여이 여겨 '마비정'이라는 정자를 세 우고 말을 추모하였다고 전하고 있습니다. 마비정누리길은 도시민에게 녹색여가를 즐길수 있는 친환경 산책로를 제공하는 목적으로 제공되었으며, 마비정 벽화마을과 연계하고 있다"
입화산 참살이 숲 누리길,02코스,울산 중구,보통,7,2,"본 코스의 입구는 중앙고, 우정혁신도시, 테크노파크 일원에 위치하고 있음. 본 코스에는 경관이 수렴하고 각종 수생식물이 있는 태화저수지가 위치해 있으며, 태화저수지~입화산 정상까지 울창한 숲으로 이루어져 자연의 향기를 느낄 수 있고, 아울러, 울산시가지를 한 눈에 내려다 볼 수 있는 입화산 정상과 가족단위의 도심 속 휴식공간으로 조성된 각종편의시설(네이처 스포츠, 물놀이체험공간, 야영장) 및 울창한 숲 자원을 이용한 나무학습장, 습지관찰원, 편백나무 숲, 시노래비, 야외공연장 등 우리 구의 명소로 자리매김을 하고 있는 참살이 숲이 조성되어 있음. 아울러 더 나은 누리길 조성을 위하여 볼거리 제공 및 정비를 지속적으로 추진하고 있음"
입화산 참살이 숲 누리길,01코스,울산 중구,보통,6.3,1.5,"본 코스는 기존 등산로로 입구는 다운동 현대아파트, 다운고등학교 일원에 위치하고 있음. 특히 다운고등학교 인근에 위치한 척과천 일원으로 척과공원이 조성 추진중에 있으며, 본 코스에는 산 중턱에 초지와 갈대로 이루어진 다운목장과 울산시가지를 한 눈에 내려다 볼 수 있는 입화산 정상과 가족단위의 도심 속 휴식공간으로 조성된 각종편의시설(네이처 스포츠, 물놀이체험공간, 야영장) 및 울창한 숲 자원을 이용한 나무학습장, 습지관찰원, 편백나무 숲, 시노래비, 야외공연장 등 우리 구의 명소로 자리매김을 하고 있는 참살이 숲이 조성되어 있음. 아울러 더 나은 누리길 조성을 위하여 볼거리 제공 및 정비를 지속적으로 추진하고 있음"
마비정 누리길,03코스,대구 달성군,쉬움,1.4,0.5,"마비정의 유래는 옛날에 어느 한 장군이 마을 앞산에 올라가서 건너편 산에 있는 바위를 향해 화살을 쏘고는 말에게 화살보다 늦게 가면 살아 남지 못할 것이라고 했습니다. 말이 떨어지자 그 말은 온 힘들 다하여 재빨리 달려 갔으나 화살을 따라 잡지 못하였고 결국 그 말은 죽임을 당하였는데, 이를 본 마을 사람들이 그 말을 가여이 여겨 '마비정'이라는 정자를 세 우고 말을 추모하였다고 전하고 있습니다. 마비정누리길은 도시민에게 녹색여가를 즐길수 있는 친환경 산책로를 제공하는 목적으로 제공되었으며, 마비정 벽화마을과 연계하고 있다"
가창 누리길,01코스 단산리 마을회관,대구 달성군,보통,5.2,1.5,가창 누리길은 자연 훼손없이 친환경 산책로를 조성하여 도시민에게 녹색여가를 즐길 수 있는 시골 산길을 제공하여 등산 등 취미생활과 건강을 위한 길을 만드는데 그 목적을 두었다. 상원지 전망데크에는 정자 등을 설치하여 누리길을 찾는 이들의 쉼터를 제공한다.또한 전망이 좋아 해질녘 노을을 아름답게 볼수 있는 곳이다.
